State,District,Category,Type,Year,Crimes,Population,Area_SqKm,Density_Per_SqKm,Crime_Rate_Per_100k,Median_Income_RM,Relative_Poverty_Pct,Unemployment_Pct,Gini_Coefficient,Socioeconomic_Risk_Score
Kedah,All,property,all,2021,3067,17199500,9521.4,1806.4,17.8,3829,10,,0.354,5.1
Kedah,All,property,all,2022,3758,17199500,9521.4,1806.4,21.8,4402,11.9,,0.359,5.1
Kedah,All,property,all,2023,3847,17199500,9521.4,1806.4,22.4,4402,11.9,,0.359,5.1
Kedah,All,property,break_in,2016,1287,17199500,9521.4,1806.4,7.5,3811,15.9,,0.393,6.1
Kedah,All,property,break_in,2017,1350,17199500,9521.4,1806.4,7.8,3811,15.9,,0.393,6.1
Kedah,All,property,break_in,2018,1130,17199500,9521.4,1806.4,6.6,3811,15.9,,0.393,6.1
Kedah,All,property,break_in,2019,1138,17199500,9521.4,1806.4,6.6,4325,10.9,,0.354,5.0
Kedah,All,property,break_in,2020,980,17037600,9521.4,1789.4,5.8,3829,10,,0.354,5.1
Kedah,All,property,break_in,2021,989,17199500,9521.4,1806.4,5.8,3829,10,,0.354,5.1
Kedah,All,property,break_in,2022,1130,17199500,9521.4,1806.4,6.6,4402,11.9,,0.359,5.1
Kedah,All,property,break_in,2023,1353,17199500,9521.4,1806.4,7.9,4402,11.9,,0.359,5.1
Kedah,All,property,theft_other,2016,1181,17199500,9521.4,1806.4,6.9,3811,15.9,,0.393,6.1
Kedah,All,property,theft_other,2017,1108,17199500,9521.4,1806.4,6.4,3811,15.9,,0.393,6.1
Kedah,All,property,theft_other,2018,1101,17199500,9521.4,1806.4,6.4,3811,15.9,,0.393,6.1
Kedah,All,property,theft_other,2019,956,17199500,9521.4,1806.4,5.6,4325,10.9,,0.354,5.0
Kedah,All,property,theft_other,2020,797,17037600,9521.4,1789.4,4.7,3829,10,,0.354,5.1
Kedah,All,property,theft_other,2021,831,17199500,9521.4,1806.4,4.8,3829,10,,0.354,5.1
Kedah,All,property,theft_other,2022,1360,17199500,9521.4,1806.4,7.9,4402,11.9,,0.359,5.1
Kedah,All,property,theft_other,2023,1295,17199500,9521.4,1806.4,7.5,4402,11.9,,0.359,5.1
Kedah,All,property,theft_vehicle_lorry,2016,111,17199500,9521.4,1806.4,0.6,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_lorry,2017,81,17199500,9521.4,1806.4,0.5,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_lorry,2018,56,17199500,9521.4,1806.4,0.3,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_lorry,2019,78,17199500,9521.4,1806.4,0.5,4325,10.9,,0.354,5.0
Kedah,All,property,theft_vehicle_lorry,2020,46,17037600,9521.4,1789.4,0.3,3829,10,,0.354,5.1
Kedah,All,property,theft_vehicle_lorry,2021,24,17199500,9521.4,1806.4,0.1,3829,10,,0.354,5.1
Kedah,All,property,theft_vehicle_lorry,2022,30,17199500,9521.4,1806.4,0.2,4402,11.9,,0.359,5.1
Kedah,All,property,theft_vehicle_lorry,2023,40,17199500,9521.4,1806.4,0.2,4402,11.9,,0.359,5.1
Kedah,All,property,theft_vehicle_motorcar,2016,497,17199500,9521.4,1806.4,2.9,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_motorcar,2017,378,17199500,9521.4,1806.4,2.2,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_motorcar,2018,366,17199500,9521.4,1806.4,2.1,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_motorcar,2019,314,17199500,9521.4,1806.4,1.8,4325,10.9,,0.354,5.0
Kedah,All,property,theft_vehicle_motorcar,2020,235,17037600,9521.4,1789.4,1.4,3829,10,,0.354,5.1
Kedah,All,property,theft_vehicle_motorcar,2021,140,17199500,9521.4,1806.4,0.8,3829,10,,0.354,5.1
Kedah,All,property,theft_vehicle_motorcar,2022,172,17199500,9521.4,1806.4,1.0,4402,11.9,,0.359,5.1
Kedah,All,property,theft_vehicle_motorcar,2023,198,17199500,9521.4,1806.4,1.2,4402,11.9,,0.359,5.1
Kedah,All,property,theft_vehicle_motorcycle,2016,3125,17199500,9521.4,1806.4,18.2,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_motorcycle,2017,2846,17199500,9521.4,1806.4,16.5,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_motorcycle,2018,2579,17199500,9521.4,1806.4,15.0,3811,15.9,,0.393,6.1
Kedah,All,property,theft_vehicle_motorcycle,2019,2192,17199500,9521.4,1806.4,12.7,4325,10.9,,0.354,5.0
Kedah,All,property,theft_vehicle_motorcycle,2020,1399,17037600,9521.4,1789.4,8.2,3829,10,,0.354,5.1
Kedah,All,property,theft_vehicle_motorcycle,2021,1083,17199500,9521.4,1806.4,6.3,3829,10,,0.354,5.1
Kedah,All,property,theft_vehicle_motorcycle,2022,1066,17199500,9521.4,1806.4,6.2,4402,11.9,,0.359,5.1
Kedah,All,property,theft_vehicle_motorcycle,2023,961,17199500,9521.4,1806.4,5.6,4402,11.9,,0.359,5.1
Kedah,Baling,assault,all,2016,69,1152400,1539.6,748.5,6.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,all,2017,65,1152400,1539.6,748.5,5.6,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,all,2018,55,1152400,1539.6,748.5,4.8,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,all,2019,36,1152400,1539.6,748.5,3.1,3583,23.9,2.3,0.339,6.3
Kedah,Baling,assault,all,2020,27,1139400,1539.6,740.1,2.4,3583,23.9,3.8,0.339,6.8
Kedah,Baling,assault,all,2021,43,1152400,1539.6,748.5,3.7,3583,23.9,3.1,0.339,6.6
Kedah,Baling,assault,all,2022,47,1152400,1539.6,748.5,4.1,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,all,2023,35,1152400,1539.6,748.5,3.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,causing_injury,2016,31,1152400,1539.6,748.5,2.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,causing_injury,2017,29,1152400,1539.6,748.5,2.5,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,causing_injury,2018,26,1152400,1539.6,748.5,2.3,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,causing_injury,2019,20,1152400,1539.6,748.5,1.7,3583,23.9,2.3,0.339,6.3
Kedah,Baling,assault,causing_injury,2020,13,1139400,1539.6,740.1,1.1,3583,23.9,3.8,0.339,6.8
Kedah,Baling,assault,causing_injury,2021,17,1152400,1539.6,748.5,1.5,3583,23.9,3.1,0.339,6.6
Kedah,Baling,assault,causing_injury,2022,19,1152400,1539.6,748.5,1.6,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,causing_injury,2023,11,1152400,1539.6,748.5,1.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,murder,2016,2,1152400,1539.6,748.5,0.2,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,murder,2017,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,murder,2018,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,murder,2019,1,1152400,1539.6,748.5,0.1,3583,23.9,2.3,0.339,6.3
Kedah,Baling,assault,murder,2020,1,1139400,1539.6,740.1,0.1,3583,23.9,3.8,0.339,6.8
Kedah,Baling,assault,murder,2021,0,1152400,1539.6,748.5,0.0,3583,23.9,3.1,0.339,6.6
Kedah,Baling,assault,murder,2022,1,1152400,1539.6,748.5,0.1,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,murder,2023,2,1152400,1539.6,748.5,0.2,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,rape,2016,8,1152400,1539.6,748.5,0.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,rape,2017,11,1152400,1539.6,748.5,1.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,rape,2018,5,1152400,1539.6,748.5,0.4,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,rape,2019,7,1152400,1539.6,748.5,0.6,3583,23.9,2.3,0.339,6.3
Kedah,Baling,assault,rape,2020,5,1139400,1539.6,740.1,0.4,3583,23.9,3.8,0.339,6.8
Kedah,Baling,assault,rape,2021,8,1152400,1539.6,748.5,0.7,3583,23.9,3.1,0.339,6.6
Kedah,Baling,assault,rape,2022,12,1152400,1539.6,748.5,1.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,rape,2023,11,1152400,1539.6,748.5,1.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_armed,2016,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_armed,2017,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_armed,2018,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_armed,2019,0,1152400,1539.6,748.5,0.0,3583,23.9,2.3,0.339,6.3
Kedah,Baling,assault,robbery_gang_armed,2020,0,1139400,1539.6,740.1,0.0,3583,23.9,3.8,0.339,6.8
Kedah,Baling,assault,robbery_gang_armed,2021,0,1152400,1539.6,748.5,0.0,3583,23.9,3.1,0.339,6.6
Kedah,Baling,assault,robbery_gang_armed,2022,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_armed,2023,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_unarmed,2016,17,1152400,1539.6,748.5,1.5,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_unarmed,2017,17,1152400,1539.6,748.5,1.5,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_unarmed,2018,15,1152400,1539.6,748.5,1.3,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_unarmed,2019,6,1152400,1539.6,748.5,0.5,3583,23.9,2.3,0.339,6.3
Kedah,Baling,assault,robbery_gang_unarmed,2020,4,1139400,1539.6,740.1,0.4,3583,23.9,3.8,0.339,6.8
Kedah,Baling,assault,robbery_gang_unarmed,2021,11,1152400,1539.6,748.5,1.0,3583,23.9,3.1,0.339,6.6
Kedah,Baling,assault,robbery_gang_unarmed,2022,7,1152400,1539.6,748.5,0.6,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_gang_unarmed,2023,8,1152400,1539.6,748.5,0.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_armed,2016,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_armed,2017,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_armed,2018,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_armed,2019,0,1152400,1539.6,748.5,0.0,3583,23.9,2.3,0.339,6.3
Kedah,Baling,assault,robbery_solo_armed,2020,0,1139400,1539.6,740.1,0.0,3583,23.9,3.8,0.339,6.8
Kedah,Baling,assault,robbery_solo_armed,2021,0,1152400,1539.6,748.5,0.0,3583,23.9,3.1,0.339,6.6
Kedah,Baling,assault,robbery_solo_armed,2022,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_armed,2023,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_unarmed,2016,11,1152400,1539.6,748.5,1.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_unarmed,2017,8,1152400,1539.6,748.5,0.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_unarmed,2018,9,1152400,1539.6,748.5,0.8,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_unarmed,2019,2,1152400,1539.6,748.5,0.2,3583,23.9,2.3,0.339,6.3
Kedah,Baling,assault,robbery_solo_unarmed,2020,4,1139400,1539.6,740.1,0.4,3583,23.9,3.8,0.339,6.8
Kedah,Baling,assault,robbery_solo_unarmed,2021,7,1152400,1539.6,748.5,0.6,3583,23.9,3.1,0.339,6.6
Kedah,Baling,assault,robbery_solo_unarmed,2022,8,1152400,1539.6,748.5,0.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,assault,robbery_solo_unarmed,2023,3,1152400,1539.6,748.5,0.3,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,all,2016,351,1152400,1539.6,748.5,30.5,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,all,2017,255,1152400,1539.6,748.5,22.1,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,all,2018,281,1152400,1539.6,748.5,24.4,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,all,2019,270,1152400,1539.6,748.5,23.4,3583,23.9,2.3,0.339,6.3
Kedah,Baling,property,all,2020,186,1139400,1539.6,740.1,16.3,3583,23.9,3.8,0.339,6.8
Kedah,Baling,property,all,2021,165,1152400,1539.6,748.5,14.3,3583,23.9,3.1,0.339,6.6
Kedah,Baling,property,all,2022,268,1152400,1539.6,748.5,23.3,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,all,2023,257,1152400,1539.6,748.5,22.3,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,break_in,2016,41,1152400,1539.6,748.5,3.6,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,break_in,2017,46,1152400,1539.6,748.5,4.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,break_in,2018,66,1152400,1539.6,748.5,5.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,break_in,2019,49,1152400,1539.6,748.5,4.3,3583,23.9,2.3,0.339,6.3
Kedah,Baling,property,break_in,2020,50,1139400,1539.6,740.1,4.4,3583,23.9,3.8,0.339,6.8
Kedah,Baling,property,break_in,2021,47,1152400,1539.6,748.5,4.1,3583,23.9,3.1,0.339,6.6
Kedah,Baling,property,break_in,2022,94,1152400,1539.6,748.5,8.2,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,break_in,2023,89,1152400,1539.6,748.5,7.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_other,2016,65,1152400,1539.6,748.5,5.6,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_other,2017,43,1152400,1539.6,748.5,3.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_other,2018,47,1152400,1539.6,748.5,4.1,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_other,2019,50,1152400,1539.6,748.5,4.3,3583,23.9,2.3,0.339,6.3
Kedah,Baling,property,theft_other,2020,49,1139400,1539.6,740.1,4.3,3583,23.9,3.8,0.339,6.8
Kedah,Baling,property,theft_other,2021,52,1152400,1539.6,748.5,4.5,3583,23.9,3.1,0.339,6.6
Kedah,Baling,property,theft_other,2022,84,1152400,1539.6,748.5,7.3,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_other,2023,78,1152400,1539.6,748.5,6.8,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_lorry,2016,4,1152400,1539.6,748.5,0.3,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_lorry,2017,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_lorry,2018,0,1152400,1539.6,748.5,0.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_lorry,2019,4,1152400,1539.6,748.5,0.3,3583,23.9,2.3,0.339,6.3
Kedah,Baling,property,theft_vehicle_lorry,2020,2,1139400,1539.6,740.1,0.2,3583,23.9,3.8,0.339,6.8
Kedah,Baling,property,theft_vehicle_lorry,2021,0,1152400,1539.6,748.5,0.0,3583,23.9,3.1,0.339,6.6
Kedah,Baling,property,theft_vehicle_lorry,2022,2,1152400,1539.6,748.5,0.2,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_lorry,2023,2,1152400,1539.6,748.5,0.2,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcar,2016,17,1152400,1539.6,748.5,1.5,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcar,2017,13,1152400,1539.6,748.5,1.1,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcar,2018,11,1152400,1539.6,748.5,1.0,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcar,2019,14,1152400,1539.6,748.5,1.2,3583,23.9,2.3,0.339,6.3
Kedah,Baling,property,theft_vehicle_motorcar,2020,11,1139400,1539.6,740.1,1.0,3583,23.9,3.8,0.339,6.8
Kedah,Baling,property,theft_vehicle_motorcar,2021,1,1152400,1539.6,748.5,0.1,3583,23.9,3.1,0.339,6.6
Kedah,Baling,property,theft_vehicle_motorcar,2022,8,1152400,1539.6,748.5,0.7,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcar,2023,13,1152400,1539.6,748.5,1.1,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcycle,2016,224,1152400,1539.6,748.5,19.4,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcycle,2017,153,1152400,1539.6,748.5,13.3,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcycle,2018,157,1152400,1539.6,748.5,13.6,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcycle,2019,153,1152400,1539.6,748.5,13.3,3583,23.9,2.3,0.339,6.3
Kedah,Baling,property,theft_vehicle_motorcycle,2020,74,1139400,1539.6,740.1,6.5,3583,23.9,3.8,0.339,6.8
Kedah,Baling,property,theft_vehicle_motorcycle,2021,65,1152400,1539.6,748.5,5.6,3583,23.9,3.1,0.339,6.6
Kedah,Baling,property,theft_vehicle_motorcycle,2022,80,1152400,1539.6,748.5,6.9,3400,19.7,2.2,0.347,5.9
Kedah,Baling,property,theft_vehicle_motorcycle,2023,75,1152400,1539.6,748.5,6.5,3400,19.7,2.2,0.347,5.9
Kedah,Bandar Baharu,assault,all,2020,4,354200,276.5,1281.0,1.1,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,assault,all,2021,4,354400,276.5,1281.7,1.1,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,assault,all,2022,13,354400,276.5,1281.7,3.7,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,all,2023,14,354400,276.5,1281.7,4.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,causing_injury,2020,0,354200,276.5,1281.0,0.0,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,assault,causing_injury,2021,0,354400,276.5,1281.7,0.0,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,assault,causing_injury,2022,8,354400,276.5,1281.7,2.3,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,causing_injury,2023,5,354400,276.5,1281.7,1.4,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,murder,2020,0,354200,276.5,1281.0,0.0,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,assault,murder,2021,0,354400,276.5,1281.7,0.0,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,assault,murder,2022,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,murder,2023,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,rape,2020,2,354200,276.5,1281.0,0.6,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,assault,rape,2021,3,354400,276.5,1281.7,0.8,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,assault,rape,2022,3,354400,276.5,1281.7,0.8,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,rape,2023,3,354400,276.5,1281.7,0.8,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,robbery_gang_armed,2020,0,354200,276.5,1281.0,0.0,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,assault,robbery_gang_armed,2021,0,354400,276.5,1281.7,0.0,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,assault,robbery_gang_armed,2022,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,robbery_gang_armed,2023,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,robbery_gang_unarmed,2020,1,354200,276.5,1281.0,0.3,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,assault,robbery_gang_unarmed,2021,1,354400,276.5,1281.7,0.3,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,assault,robbery_gang_unarmed,2022,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,robbery_gang_unarmed,2023,3,354400,276.5,1281.7,0.8,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,robbery_solo_armed,2020,0,354200,276.5,1281.0,0.0,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,assault,robbery_solo_armed,2021,0,354400,276.5,1281.7,0.0,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,assault,robbery_solo_armed,2022,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,robbery_solo_armed,2023,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,robbery_solo_unarmed,2020,1,354200,276.5,1281.0,0.3,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,assault,robbery_solo_unarmed,2021,0,354400,276.5,1281.7,0.0,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,assault,robbery_solo_unarmed,2022,2,354400,276.5,1281.7,0.6,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,assault,robbery_solo_unarmed,2023,3,354400,276.5,1281.7,0.8,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,all,2020,31,354200,276.5,1281.0,8.8,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,property,all,2021,30,354400,276.5,1281.7,8.5,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,property,all,2022,38,354400,276.5,1281.7,10.7,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,all,2023,31,354400,276.5,1281.7,8.7,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,break_in,2020,8,354200,276.5,1281.0,2.3,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,property,break_in,2021,11,354400,276.5,1281.7,3.1,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,property,break_in,2022,13,354400,276.5,1281.7,3.7,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,break_in,2023,9,354400,276.5,1281.7,2.5,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,theft_other,2020,10,354200,276.5,1281.0,2.8,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,property,theft_other,2021,15,354400,276.5,1281.7,4.2,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,property,theft_other,2022,18,354400,276.5,1281.7,5.1,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,theft_other,2023,18,354400,276.5,1281.7,5.1,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,theft_vehicle_lorry,2020,1,354200,276.5,1281.0,0.3,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,property,theft_vehicle_lorry,2021,0,354400,276.5,1281.7,0.0,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,property,theft_vehicle_lorry,2022,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,theft_vehicle_lorry,2023,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,theft_vehicle_motorcar,2020,2,354200,276.5,1281.0,0.6,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,property,theft_vehicle_motorcar,2021,0,354400,276.5,1281.7,0.0,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,property,theft_vehicle_motorcar,2022,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,theft_vehicle_motorcar,2023,0,354400,276.5,1281.7,0.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,theft_vehicle_motorcycle,2020,10,354200,276.5,1281.0,2.8,4022,12.6,4.6,0.324,5.4
Kedah,Bandar Baharu,property,theft_vehicle_motorcycle,2021,4,354400,276.5,1281.7,1.1,4022,12.6,4.2,0.324,5.3
Kedah,Bandar Baharu,property,theft_vehicle_motorcycle,2022,7,354400,276.5,1281.7,2.0,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Baharu,property,theft_vehicle_motorcycle,2023,4,354400,276.5,1281.7,1.1,3922,14.5,3.1,0.291,5.0
Kedah,Bandar Bharu,assault,all,2016,20,,,,,,,,,
Kedah,Bandar Bharu,assault,all,2017,11,,,,,,,,,
Kedah,Bandar Bharu,assault,all,2018,15,,,,,,,,,
Kedah,Bandar Bharu,assault,all,2019,14,,,,,,,,,
Kedah,Bandar Bharu,assault,causing_injury,2016,7,,,,,,,,,
Kedah,Bandar Bharu,assault,causing_injury,2017,2,,,,,,,,,
Kedah,Bandar Bharu,assault,causing_injury,2018,3,,,,,,,,,
Kedah,Bandar Bharu,assault,causing_injury,2019,3,,,,,,,,,
Kedah,Bandar Bharu,assault,murder,2016,0,,,,,,,,,
Kedah,Bandar Bharu,assault,murder,2017,0,,,,,,,,,
Kedah,Bandar Bharu,assault,murder,2018,0,,,,,,,,,
Kedah,Bandar Bharu,assault,murder,2019,1,,,,,,,,,
Kedah,Bandar Bharu,assault,rape,2016,1,,,,,,,,,
Kedah,Bandar Bharu,assault,rape,2017,1,,,,,,,,,
Kedah,Bandar Bharu,assault,rape,2018,3,,,,,,,,,
Kedah,Bandar Bharu,assault,rape,2019,0,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_gang_armed,2016,0,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_gang_armed,2017,0,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_gang_armed,2018,0,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_gang_armed,2019,0,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_gang_unarmed,2016,8,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_gang_unarmed,2017,7,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_gang_unarmed,2018,5,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_gang_unarmed,2019,7,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_solo_armed,2016,0,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_solo_armed,2017,0,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_solo_armed,2018,0,,,,,,,,,
Kedah,Bandar Bharu,assault,robbery_solo_armed,2019,0,,,,,,,,,
