State,District,Category,Type,Year,Crimes,Population,Area_SqKm,Density_Per_SqKm,Crime_Rate_Per_100k,Median_Income_RM,Relative_Poverty_Pct,Unemployment_Pct,Gini_Coefficient,Socioeconomic_Risk_Score
Malaysia,All,assault,all,2016,22327,,,,,,,,,
Malaysia,All,assault,all,2017,21366,,,,,,,,,
Malaysia,All,assault,all,2018,16902,,,,,,,,,
Malaysia,All,assault,all,2019,16489,,,,,,,,,
Malaysia,All,assault,all,2020,13279,,,,,,,,,
Malaysia,All,assault,all,2021,11495,,,,,,,,,
Malaysia,All,assault,all,2022,10348,,,,,,,,,
Malaysia,All,assault,all,2023,10453,,,,,,,,,
Malaysia,All,assault,causing_injury,2016,5531,,,,,,,,,
Malaysia,All,assault,causing_injury,2017,5024,,,,,,,,,
Malaysia,All,assault,causing_injury,2018,4660,,,,,,,,,
Malaysia,All,assault,causing_injury,2019,4712,,,,,,,,,
Malaysia,All,assault,causing_injury,2020,4118,,,,,,,,,
Malaysia,All,assault,causing_injury,2021,4063,,,,,,,,,
Malaysia,All,assault,causing_injury,2022,3807,,,,,,,,,
Malaysia,All,assault,causing_injury,2023,3693,,,,,,,,,
Malaysia,All,assault,murder,2016,456,,,,,,,,,
Malaysia,All,assault,murder,2017,379,,,,,,,,,
Malaysia,All,assault,murder,2018,323,,,,,,,,,
Malaysia,All,assault,murder,2019,310,,,,,,,,,
Malaysia,All,assault,murder,2020,253,,,,,,,,,
Malaysia,All,assault,murder,2021,243,,,,,,,,,
Malaysia,All,assault,murder,2022,240,,,,,,,,,
Malaysia,All,assault,murder,2023,258,,,,,,,,,
Malaysia,All,assault,rape,2016,1886,,,,,,,,,
Malaysia,All,assault,rape,2017,1835,,,,,,,,,
Malaysia,All,assault,rape,2018,1648,,,,,,,,,
Malaysia,All,assault,rape,2019,1738,,,,,,,,,
Malaysia,All,assault,rape,2020,1582,,,,,,,,,
Malaysia,All,assault,rape,2021,1553,,,,,,,,,
Malaysia,All,assault,rape,2022,1712,,,,,,,,,
Malaysia,All,assault,rape,2023,1914,,,,,,,,,
Malaysia,All,assault,robbery_gang_armed,2016,65,,,,,,,,,
Malaysia,All,assault,robbery_gang_armed,2017,31,,,,,,,,,
Malaysia,All,assault,robbery_gang_armed,2018,31,,,,,,,,,
Malaysia,All,assault,robbery_gang_armed,2019,21,,,,,,,,,
Malaysia,All,assault,robbery_gang_armed,2020,6,,,,,,,,,
Malaysia,All,assault,robbery_gang_armed,2021,5,,,,,,,,,
Malaysia,All,assault,robbery_gang_armed,2022,16,,,,,,,,,
Malaysia,All,assault,robbery_gang_armed,2023,30,,,,,,,,,
Malaysia,All,assault,robbery_gang_unarmed,2016,10907,,,,,,,,,
Malaysia,All,assault,robbery_gang_unarmed,2017,9779,,,,,,,,,
Malaysia,All,assault,robbery_gang_unarmed,2018,6543,,,,,,,,,
Malaysia,All,assault,robbery_gang_unarmed,2019,6058,,,,,,,,,
Malaysia,All,assault,robbery_gang_unarmed,2020,2992,,,,,,,,,
Malaysia,All,assault,robbery_gang_unarmed,2021,3071,,,,,,,,,
Malaysia,All,assault,robbery_gang_unarmed,2022,2432,,,,,,,,,
Malaysia,All,assault,robbery_gang_unarmed,2023,2578,,,,,,,,,
Malaysia,All,assault,robbery_solo_armed,2016,19,,,,,,,,,
Malaysia,All,assault,robbery_solo_armed,2017,3,,,,,,,,,
Malaysia,All,assault,robbery_solo_armed,2018,9,,,,,,,,,
Malaysia,All,assault,robbery_solo_armed,2019,9,,,,,,,,,
Malaysia,All,assault,robbery_solo_armed,2020,5,,,,,,,,,
Malaysia,All,assault,robbery_solo_armed,2021,2,,,,,,,,,
Malaysia,All,assault,robbery_solo_armed,2022,7,,,,,,,,,
Malaysia,All,assault,robbery_solo_armed,2023,13,,,,,,,,,
Malaysia,All,assault,robbery_solo_unarmed,2016,3463,,,,,,,,,
Malaysia,All,assault,robbery_solo_unarmed,2017,4315,,,,,,,,,
Malaysia,All,assault,robbery_solo_unarmed,2018,3688,,,,,,,,,
Malaysia,All,assault,robbery_solo_unarmed,2019,3641,,,,,,,,,
Malaysia,All,assault,robbery_solo_unarmed,2020,4323,,,,,,,,,
Malaysia,All,assault,robbery_solo_unarmed,2021,2558,,,,,,,,,
Malaysia,All,assault,robbery_solo_unarmed,2022,2134,,,,,,,,,
Malaysia,All,assault,robbery_solo_unarmed,2023,1967,,,,,,,,,
Malaysia,All,property,all,2016,90028,,,,,,,,,
Malaysia,All,property,all,2017,77804,,,,,,,,,
Malaysia,All,property,all,2018,71760,,,,,,,,,
Malaysia,All,property,all,2019,66967,,,,,,,,,
Malaysia,All,property,all,2020,52344,,,,,,,,,
Malaysia,All,property,all,2021,41479,,,,,,,,,
Malaysia,All,property,all,2022,40465,,,,,,,,,
Malaysia,All,property,all,2023,41991,,,,,,,,,
Malaysia,All,property,break_in,2016,18760,,,,,,,,,
Malaysia,All,property,break_in,2017,16201,,,,,,,,,
Malaysia,All,property,break_in,2018,15742,,,,,,,,,
Malaysia,All,property,break_in,2019,16497,,,,,,,,,
Malaysia,All,property,break_in,2020,14040,,,,,,,,,
Malaysia,All,property,break_in,2021,11352,,,,,,,,,
Malaysia,All,property,break_in,2022,10585,,,,,,,,,
Malaysia,All,property,break_in,2023,11557,,,,,,,,,
Malaysia,All,property,theft_other,2016,22857,,,,,,,,,
Malaysia,All,property,theft_other,2017,19444,,,,,,,,,
Malaysia,All,property,theft_other,2018,20065,,,,,,,,,
Malaysia,All,property,theft_other,2019,19603,,,,,,,,,
Malaysia,All,property,theft_other,2020,16725,,,,,,,,,
Malaysia,All,property,theft_other,2021,16695,,,,,,,,,
Malaysia,All,property,theft_other,2022,15434,,,,,,,,,
Malaysia,All,property,theft_other,2023,15837,,,,,,,,,
Malaysia,All,property,theft_vehicle_lorry,2016,3050,,,,,,,,,
Malaysia,All,property,theft_vehicle_lorry,2017,2102,,,,,,,,,
Malaysia,All,property,theft_vehicle_lorry,2018,1761,,,,,,,,,
Malaysia,All,property,theft_vehicle_lorry,2019,1549,,,,,,,,,
Malaysia,All,property,theft_vehicle_lorry,2020,921,,,,,,,,,
Malaysia,All,property,theft_vehicle_lorry,2021,639,,,,,,,,,
Malaysia,All,property,theft_vehicle_lorry,2022,718,,,,,,,,,
Malaysia,All,property,theft_vehicle_lorry,2023,764,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcar,2016,10607,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcar,2017,8480,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcar,2018,7413,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcar,2019,6817,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcar,2020,4599,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcar,2021,2849,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcar,2022,3271,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcar,2023,3245,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcycle,2016,34754,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcycle,2017,31577,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcycle,2018,26779,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcycle,2019,22501,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcycle,2020,16059,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcycle,2021,9944,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcycle,2022,10457,,,,,,,,,
Malaysia,All,property,theft_vehicle_motorcycle,2023,10588,,,,,,,,,
Johor,All,assault,all,2016,2820,32152200,19329.7,1663.4,8.8,5652,13.5,,0.354,4.9
Johor,All,assault,all,2017,2578,32152200,19329.7,1663.4,8.0,5652,13.5,,0.354,4.9
Johor,All,assault,all,2018,1880,32152200,19329.7,1663.4,5.8,5652,13.5,,0.354,4.9
Johor,All,assault,all,2019,1923,32152200,19329.7,1663.4,6.0,6427,15.3,,0.366,5.0
Johor,All,assault,all,2020,1384,32072500,19329.7,1659.2,4.3,5690,13.9,,0.366,5.0
Johor,All,assault,all,2021,925,32152200,19329.7,1663.4,2.9,5690,13.9,,0.366,5.0
Johor,All,assault,all,2022,973,32152200,19329.7,1663.4,3.0,6879,15.9,,0.366,4.9
Johor,All,assault,all,2023,1228,32152200,19329.7,1663.4,3.8,6879,15.9,,0.366,4.9
Johor,All,assault,causing_injury,2016,708,32152200,19329.7,1663.4,2.2,5652,13.5,,0.354,4.9
Johor,All,assault,causing_injury,2017,614,32152200,19329.7,1663.4,1.9,5652,13.5,,0.354,4.9
Johor,All,assault,causing_injury,2018,578,32152200,19329.7,1663.4,1.8,5652,13.5,,0.354,4.9
Johor,All,assault,causing_injury,2019,599,32152200,19329.7,1663.4,1.9,6427,15.3,,0.366,5.0
Johor,All,assault,causing_injury,2020,447,32072500,19329.7,1659.2,1.4,5690,13.9,,0.366,5.0
Johor,All,assault,causing_injury,2021,365,32152200,19329.7,1663.4,1.1,5690,13.9,,0.366,5.0
Johor,All,assault,causing_injury,2022,333,32152200,19329.7,1663.4,1.0,6879,15.9,,0.366,4.9
Johor,All,assault,causing_injury,2023,366,32152200,19329.7,1663.4,1.1,6879,15.9,,0.366,4.9
Johor,All,assault,murder,2016,70,32152200,19329.7,1663.4,0.2,5652,13.5,,0.354,4.9
Johor,All,assault,murder,2017,66,32152200,19329.7,1663.4,0.2,5652,13.5,,0.354,4.9
Johor,All,assault,murder,2018,43,32152200,19329.7,1663.4,0.1,5652,13.5,,0.354,4.9
Johor,All,assault,murder,2019,35,32152200,19329.7,1663.4,0.1,6427,15.3,,0.366,5.0
Johor,All,assault,murder,2020,36,32072500,19329.7,1659.2,0.1,5690,13.9,,0.366,5.0
Johor,All,assault,murder,2021,21,32152200,19329.7,1663.4,0.1,5690,13.9,,0.366,5.0
Johor,All,assault,murder,2022,30,32152200,19329.7,1663.4,0.1,6879,15.9,,0.366,4.9
Johor,All,assault,murder,2023,31,32152200,19329.7,1663.4,0.1,6879,15.9,,0.366,4.9
Johor,All,assault,rape,2016,274,32152200,19329.7,1663.4,0.9,5652,13.5,,0.354,4.9
Johor,All,assault,rape,2017,196,32152200,19329.7,1663.4,0.6,5652,13.5,,0.354,4.9
Johor,All,assault,rape,2018,187,32152200,19329.7,1663.4,0.6,5652,13.5,,0.354,4.9
Johor,All,assault,rape,2019,206,32152200,19329.7,1663.4,0.6,6427,15.3,,0.366,5.0
Johor,All,assault,rape,2020,164,32072500,19329.7,1659.2,0.5,5690,13.9,,0.366,5.0
Johor,All,assault,rape,2021,144,32152200,19329.7,1663.4,0.4,5690,13.9,,0.366,5.0
Johor,All,assault,rape,2022,147,32152200,19329.7,1663.4,0.5,6879,15.9,,0.366,4.9
Johor,All,assault,rape,2023,194,32152200,19329.7,1663.4,0.6,6879,15.9,,0.366,4.9
Johor,All,assault,robbery_gang_armed,2016,10,32152200,19329.7,1663.4,0.0,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_gang_armed,2017,1,32152200,19329.7,1663.4,0.0,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_gang_armed,2018,2,32152200,19329.7,1663.4,0.0,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_gang_armed,2019,1,32152200,19329.7,1663.4,0.0,6427,15.3,,0.366,5.0
Johor,All,assault,robbery_gang_armed,2020,1,32072500,19329.7,1659.2,0.0,5690,13.9,,0.366,5.0
Johor,All,assault,robbery_gang_armed,2021,1,32152200,19329.7,1663.4,0.0,5690,13.9,,0.366,5.0
Johor,All,assault,robbery_gang_armed,2022,0,32152200,19329.7,1663.4,0.0,6879,15.9,,0.366,4.9
Johor,All,assault,robbery_gang_armed,2023,0,32152200,19329.7,1663.4,0.0,6879,15.9,,0.366,4.9
Johor,All,assault,robbery_gang_unarmed,2016,1308,32152200,19329.7,1663.4,4.1,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_gang_unarmed,2017,1220,32152200,19329.7,1663.4,3.8,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_gang_unarmed,2018,740,32152200,19329.7,1663.4,2.3,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_gang_unarmed,2019,753,32152200,19329.7,1663.4,2.3,6427,15.3,,0.366,5.0
Johor,All,assault,robbery_gang_unarmed,2020,257,32072500,19329.7,1659.2,0.8,5690,13.9,,0.366,5.0
Johor,All,assault,robbery_gang_unarmed,2021,256,32152200,19329.7,1663.4,0.8,5690,13.9,,0.366,5.0
Johor,All,assault,robbery_gang_unarmed,2022,270,32152200,19329.7,1663.4,0.8,6879,15.9,,0.366,4.9
Johor,All,assault,robbery_gang_unarmed,2023,394,32152200,19329.7,1663.4,1.2,6879,15.9,,0.366,4.9
Johor,All,assault,robbery_solo_armed,2016,3,32152200,19329.7,1663.4,0.0,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_solo_armed,2017,0,32152200,19329.7,1663.4,0.0,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_solo_armed,2018,0,32152200,19329.7,1663.4,0.0,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_solo_armed,2019,1,32152200,19329.7,1663.4,0.0,6427,15.3,,0.366,5.0
Johor,All,assault,robbery_solo_armed,2020,0,32072500,19329.7,1659.2,0.0,5690,13.9,,0.366,5.0
Johor,All,assault,robbery_solo_armed,2021,0,32152200,19329.7,1663.4,0.0,5690,13.9,,0.366,5.0
Johor,All,assault,robbery_solo_armed,2022,0,32152200,19329.7,1663.4,0.0,6879,15.9,,0.366,4.9
Johor,All,assault,robbery_solo_armed,2023,0,32152200,19329.7,1663.4,0.0,6879,15.9,,0.366,4.9
Johor,All,assault,robbery_solo_unarmed,2016,447,32152200,19329.7,1663.4,1.4,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_solo_unarmed,2017,481,32152200,19329.7,1663.4,1.5,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_solo_unarmed,2018,330,32152200,19329.7,1663.4,1.0,5652,13.5,,0.354,4.9
Johor,All,assault,robbery_solo_unarmed,2019,328,32152200,19329.7,1663.4,1.0,6427,15.3,,0.366,5.0
Johor,All,assault,robbery_solo_unarmed,2020,479,32072500,19329.7,1659.2,1.5,5690,13.9,,0.366,5.0
Johor,All,assault,robbery_solo_unarmed,2021,138,32152200,19329.7,1663.4,0.4,5690,13.9,,0.366,5.0
Johor,All,assault,robbery_solo_unarmed,2022,193,32152200,19329.7,1663.4,0.6,6879,15.9,,0.366,4.9
Johor,All,assault,robbery_solo_unarmed,2023,243,32152200,19329.7,1663.4,0.8,6879,15.9,,0.366,4.9
Johor,All,property,all,2016,10121,32152200,19329.7,1663.4,31.5,5652,13.5,,0.354,4.9
Johor,All,property,all,2017,8729,32152200,19329.7,1663.4,27.1,5652,13.5,,0.354,4.9
Johor,All,property,all,2018,8458,32152200,19329.7,1663.4,26.3,5652,13.5,,0.354,4.9
Johor,All,property,all,2019,7947,32152200,19329.7,1663.4,24.7,6427,15.3,,0.366,5.0
Johor,All,property,all,2020,5966,32072500,19329.7,1659.2,18.6,5690,13.9,,0.366,5.0
Johor,All,property,all,2021,3440,32152200,19329.7,1663.4,10.7,5690,13.9,,0.366,5.0
Johor,All,property,all,2022,3489,32152200,19329.7,1663.4,10.9,6879,15.9,,0.366,4.9
Johor,All,property,all,2023,4102,32152200,19329.7,1663.4,12.8,6879,15.9,,0.366,4.9
Johor,All,property,break_in,2016,1475,32152200,19329.7,1663.4,4.6,5652,13.5,,0.354,4.9
Johor,All,property,break_in,2017,1211,32152200,19329.7,1663.4,3.8,5652,13.5,,0.354,4.9
Johor,All,property,break_in,2018,1239,32152200,19329.7,1663.4,3.9,5652,13.5,,0.354,4.9
Johor,All,property,break_in,2019,1364,32152200,19329.7,1663.4,4.2,6427,15.3,,0.366,5.0
Johor,All,property,break_in,2020,1273,32072500,19329.7,1659.2,4.0,5690,13.9,,0.366,5.0
Johor,All,property,break_in,2021,883,32152200,19329.7,1663.4,2.7,5690,13.9,,0.366,5.0
Johor,All,property,break_in,2022,767,32152200,19329.7,1663.4,2.4,6879,15.9,,0.366,4.9
Johor,All,property,break_in,2023,993,32152200,19329.7,1663.4,3.1,6879,15.9,,0.366,4.9
Johor,All,property,theft_other,2016,2117,32152200,19329.7,1663.4,6.6,5652,13.5,,0.354,4.9
Johor,All,property,theft_other,2017,2043,32152200,19329.7,1663.4,6.4,5652,13.5,,0.354,4.9
Johor,All,property,theft_other,2018,2025,32152200,19329.7,1663.4,6.3,5652,13.5,,0.354,4.9
Johor,All,property,theft_other,2019,1912,32152200,19329.7,1663.4,5.9,6427,15.3,,0.366,5.0
Johor,All,property,theft_other,2020,1403,32072500,19329.7,1659.2,4.4,5690,13.9,,0.366,5.0
Johor,All,property,theft_other,2021,942,32152200,19329.7,1663.4,2.9,5690,13.9,,0.366,5.0
Johor,All,property,theft_other,2022,1041,32152200,19329.7,1663.4,3.2,6879,15.9,,0.366,4.9
Johor,All,property,theft_other,2023,1335,32152200,19329.7,1663.4,4.2,6879,15.9,,0.366,4.9
Johor,All,property,theft_vehicle_lorry,2016,400,32152200,19329.7,1663.4,1.2,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_lorry,2017,274,32152200,19329.7,1663.4,0.9,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_lorry,2018,278,32152200,19329.7,1663.4,0.9,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_lorry,2019,219,32152200,19329.7,1663.4,0.7,6427,15.3,,0.366,5.0
Johor,All,property,theft_vehicle_lorry,2020,141,32072500,19329.7,1659.2,0.4,5690,13.9,,0.366,5.0
Johor,All,property,theft_vehicle_lorry,2021,71,32152200,19329.7,1663.4,0.2,5690,13.9,,0.366,5.0
Johor,All,property,theft_vehicle_lorry,2022,73,32152200,19329.7,1663.4,0.2,6879,15.9,,0.366,4.9
Johor,All,property,theft_vehicle_lorry,2023,69,32152200,19329.7,1663.4,0.2,6879,15.9,,0.366,4.9
Johor,All,property,theft_vehicle_motorcar,2016,1443,32152200,19329.7,1663.4,4.5,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_motorcar,2017,1097,32152200,19329.7,1663.4,3.4,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_motorcar,2018,1035,32152200,19329.7,1663.4,3.2,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_motorcar,2019,981,32152200,19329.7,1663.4,3.1,6427,15.3,,0.366,5.0
Johor,All,property,theft_vehicle_motorcar,2020,802,32072500,19329.7,1659.2,2.5,5690,13.9,,0.366,5.0
Johor,All,property,theft_vehicle_motorcar,2021,400,32152200,19329.7,1663.4,1.2,5690,13.9,,0.366,5.0
Johor,All,property,theft_vehicle_motorcar,2022,429,32152200,19329.7,1663.4,1.3,6879,15.9,,0.366,4.9
Johor,All,property,theft_vehicle_motorcar,2023,415,32152200,19329.7,1663.4,1.3,6879,15.9,,0.366,4.9
Johor,All,property,theft_vehicle_motorcycle,2016,4686,32152200,19329.7,1663.4,14.6,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_motorcycle,2017,4104,32152200,19329.7,1663.4,12.8,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_motorcycle,2018,3881,32152200,19329.7,1663.4,12.1,5652,13.5,,0.354,4.9
Johor,All,property,theft_vehicle_motorcycle,2019,3471,32152200,19329.7,1663.4,10.8,6427,15.3,,0.366,5.0
Johor,All,property,theft_vehicle_motorcycle,2020,2347,32072500,19329.7,1659.2,7.3,5690,13.9,,0.366,5.0
Johor,All,property,theft_vehicle_motorcycle,2021,1144,32152200,19329.7,1663.4,3.6,5690,13.9,,0.366,5.0
Johor,All,property,theft_vehicle_motorcycle,2022,1179,32152200,19329.7,1663.4,3.7,6879,15.9,,0.366,4.9
Johor,All,property,theft_vehicle_motorcycle,2023,1290,32152200,19329.7,1663.4,4.0,6879,15.9,,0.366,4.9
Johor,Batu Pahat,assault,all,2016,160,3977500,1974.6,2014.4,4.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,all,2017,123,3977500,1974.6,2014.4,3.1,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,all,2018,104,3977500,1974.6,2014.4,2.6,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,all,2019,139,3977500,1974.6,2014.4,3.5,6504,9,1.7,0.295,3.2
Johor,Batu Pahat,assault,all,2020,127,3963000,1974.6,2007.0,3.2,6504,9,2.1,0.295,3.2
Johor,Batu Pahat,assault,all,2021,60,3977500,1974.6,2014.4,1.5,6504,9,2.3,0.295,3.3
Johor,Batu Pahat,assault,all,2022,52,3977500,1974.6,2014.4,1.3,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,all,2023,88,3977500,1974.6,2014.4,2.2,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,causing_injury,2016,39,3977500,1974.6,2014.4,1.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,causing_injury,2017,41,3977500,1974.6,2014.4,1.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,causing_injury,2018,28,3977500,1974.6,2014.4,0.7,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,causing_injury,2019,41,3977500,1974.6,2014.4,1.0,6504,9,1.7,0.295,3.2
Johor,Batu Pahat,assault,causing_injury,2020,43,3963000,1974.6,2007.0,1.1,6504,9,2.1,0.295,3.2
Johor,Batu Pahat,assault,causing_injury,2021,22,3977500,1974.6,2014.4,0.6,6504,9,2.3,0.295,3.3
Johor,Batu Pahat,assault,causing_injury,2022,19,3977500,1974.6,2014.4,0.5,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,causing_injury,2023,22,3977500,1974.6,2014.4,0.6,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,murder,2016,6,3977500,1974.6,2014.4,0.2,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,murder,2017,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,murder,2018,3,3977500,1974.6,2014.4,0.1,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,murder,2019,3,3977500,1974.6,2014.4,0.1,6504,9,1.7,0.295,3.2
Johor,Batu Pahat,assault,murder,2020,3,3963000,1974.6,2007.0,0.1,6504,9,2.1,0.295,3.2
Johor,Batu Pahat,assault,murder,2021,0,3977500,1974.6,2014.4,0.0,6504,9,2.3,0.295,3.3
Johor,Batu Pahat,assault,murder,2022,3,3977500,1974.6,2014.4,0.1,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,murder,2023,4,3977500,1974.6,2014.4,0.1,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,rape,2016,29,3977500,1974.6,2014.4,0.7,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,rape,2017,23,3977500,1974.6,2014.4,0.6,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,rape,2018,13,3977500,1974.6,2014.4,0.3,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,rape,2019,29,3977500,1974.6,2014.4,0.7,6504,9,1.7,0.295,3.2
Johor,Batu Pahat,assault,rape,2020,16,3963000,1974.6,2007.0,0.4,6504,9,2.1,0.295,3.2
Johor,Batu Pahat,assault,rape,2021,18,3977500,1974.6,2014.4,0.5,6504,9,2.3,0.295,3.3
Johor,Batu Pahat,assault,rape,2022,13,3977500,1974.6,2014.4,0.3,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,rape,2023,19,3977500,1974.6,2014.4,0.5,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_armed,2016,1,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_armed,2017,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_armed,2018,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_armed,2019,0,3977500,1974.6,2014.4,0.0,6504,9,1.7,0.295,3.2
Johor,Batu Pahat,assault,robbery_gang_armed,2020,0,3963000,1974.6,2007.0,0.0,6504,9,2.1,0.295,3.2
Johor,Batu Pahat,assault,robbery_gang_armed,2021,0,3977500,1974.6,2014.4,0.0,6504,9,2.3,0.295,3.3
Johor,Batu Pahat,assault,robbery_gang_armed,2022,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_armed,2023,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_unarmed,2016,56,3977500,1974.6,2014.4,1.4,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_unarmed,2017,47,3977500,1974.6,2014.4,1.2,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_unarmed,2018,33,3977500,1974.6,2014.4,0.8,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_unarmed,2019,37,3977500,1974.6,2014.4,0.9,6504,9,1.7,0.295,3.2
Johor,Batu Pahat,assault,robbery_gang_unarmed,2020,32,3963000,1974.6,2007.0,0.8,6504,9,2.1,0.295,3.2
Johor,Batu Pahat,assault,robbery_gang_unarmed,2021,9,3977500,1974.6,2014.4,0.2,6504,9,2.3,0.295,3.3
Johor,Batu Pahat,assault,robbery_gang_unarmed,2022,5,3977500,1974.6,2014.4,0.1,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_gang_unarmed,2023,16,3977500,1974.6,2014.4,0.4,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_armed,2016,1,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_armed,2017,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_armed,2018,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_armed,2019,0,3977500,1974.6,2014.4,0.0,6504,9,1.7,0.295,3.2
Johor,Batu Pahat,assault,robbery_solo_armed,2020,0,3963000,1974.6,2007.0,0.0,6504,9,2.1,0.295,3.2
Johor,Batu Pahat,assault,robbery_solo_armed,2021,0,3977500,1974.6,2014.4,0.0,6504,9,2.3,0.295,3.3
Johor,Batu Pahat,assault,robbery_solo_armed,2022,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_armed,2023,0,3977500,1974.6,2014.4,0.0,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_unarmed,2016,28,3977500,1974.6,2014.4,0.7,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_unarmed,2017,12,3977500,1974.6,2014.4,0.3,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_unarmed,2018,27,3977500,1974.6,2014.4,0.7,6347,19.4,1.8,0.338,4.8
Johor,Batu Pahat,assault,robbery_solo_unarmed,2019,29,3977500,1974.6,2014.4,0.7,6504,9,1.7,0.295,3.2
Johor,Batu Pahat,assault,robbery_solo_unarmed,2020,33,3963000,1974.6,2007.0,0.8,6504,9,2.1,0.295,3.2
Johor,Batu Pahat,assault,robbery_solo_unarmed,2021,11,3977500,1974.6,2014.4,0.3,6504,9,2.3,0.295,3.3
